Food_Item_ID,foodcode,foodname,Protein (g),Total Fat (g), Carbohydrate (g), Energy (kcal)
3119,58106910,"Pizza, with seafood, thin crust",14.94,11.49,41.71,334
3120,58106915,"Pizza, with seafood, regular crust",14.57,11.05,42.5399,332
3121,58106920,"Pizza, with seafood, thick crust",14.1999,10.6099,43.38,330
3122,58107050,"Pizza, no cheese, thin crust",7.6799,13.41,30.68,275
3123,58107060,"Pizza, no cheese, regular crust",5.5499,6.5,40.03,241
3124,58107100,"Pizza, no cheese, thick crust",7.6299,11.96,37.89,291
3125,58107220,"Pizza, white, thin crust",13.77,20.14,31.39,362
3126,58107225,"Pizza, white, regular crust",14.6199,12.59,47.7999,368
3127,58107230,"Pizza, white, thick crust",12,16.71,38.84,355
3128,58108000,"Calzone, with cheese, meatless (stromboli)",18.78,22.09,27.5598,386
3129,58108010,"Calzone, with meat and cheese (stromboli)",14.65,18.28,30.8599,349
3130,58108030,"Panzerotti, with meat, vegetables, and cheese",10.17,17.8599,17.84,274
3131,58108040,"Panzerotti, with vegetables and cheese",6.78,16.78,18.1,250
3132,58108050,Pizza rolls,9.1898,10.5,53.39,345
3133,58109000,"Italian pie, meatless (Pizza Hut Priazzo Florentine)",10.83,9.23,35.4099,270
3134,58109010,Italian pie with meat (Pizza Hut Priazzo),11.24,11.75,35.3999,295
3135,58110110,"Egg roll, meatless (spring roll)",6.24,11.9499,30.18,252
3136,58110120,"Egg roll, with shrimp (spring roll)",6.24,11.9499,30.18,252
3137,58110130,"Egg roll, with beef and/or pork (spring roll)",9.38,14.31,27.8298,276
3138,58110170,"Egg roll, with chicken or turkey (spring roll)",9.8498,11.8,26.92,253
3139,58110200,"Summer roll with meat or shrimp, vegetables and rice paper (Vietnamese Bo Bia Roll)",5.5,2.6299,17.14,111
3140,58111110,"Wonton, fried, meat (potsticker)",8.72,11.07,13.98,190
3141,58111120,"Wonton, fried, vegetable (potsticker)",8.72,11.07,13.98,190
6338,58111130,"Wonton, fried, meat and vegetable (potsticker)",8.72,11.07,13.98,190
3142,58111200,Crab Rangoon ,9.16,15.06,34.2899,310
3143,58112110,"Dim sum, meat filled (egg roll-type)",9.38,14.31,27.8299,277
3144,58112510,"Dumpling, steamed, filled with meat, poultry, or seafood (dim sum)",6.9,4.5998,11.07,113
3145,58115110,"Tamale casserole, Puerto Rican style ",7.0099,9.64,11.67,159
6339,58116110,"Meat turnover, Puerto Rican style ",11.89,13.33,21.62,257
5571,58116115,"Empanada, with cheese and vegetables",8.71,16.57,34.2999,319
3146,58116120,"Empanada, with meat and vegetables",11.31,18.37,31.19,335
5572,58116130,"Empanada, with chicken and vegetables",10.15,12.4,33.18,284
3147,58116210,"Meat pie, Puerto Rican style ",15.6999,33.99,25.3599,475
3148,58116310,"Cheese turnover, Puerto Rican style",10.1099,25.67,36.4099,420
3149,58117110,"Cornmeal fritter, Puerto Rican style ",6.7698,17.21,20.78,266
6340,58117210,"Cornmeal stick, Puerto Rican style",6.94,20.5798,48.5,410
6341,58117310,Kibbeh (beef and bulgur) ,8.7599,7.2,17.9898,168
3150,58117410,"Codfish fritter, Puerto Rican style ",15.32,7.45,36.02,278
6342,58117510,"Hayaca (hallaca), Puerto Rican style, with pork and vegetables",5.99,10.68,10.1099,159
6343,58118110,"Tembleque, cornstarch coconut pudding, Puerto Rican style",2.18,22.51,20.87,279
6564,58118210,"Harina de maiz con coco, cornmeal coconut pudding, Puerto Rican style",2.8199,20.4898,27.7198,292
3151,58120110,"Crepe, filled with meat, fish, or poultry, with sauce",13.5299,10.7898,7.86,183
3152,58120120,"Crepe, filled with meat, fish or poultry, no sauce ",14.44,10.63,11.13,199
3153,58121510,"Dumpling, meat-filled (pierogi)",12.5398,22.8098,25.37,359
3154,58121610,"Dumpling, potato- or cheese-filled (pierogi)",4.5598,2.73,26.76,152
6565,58121620,"Dumplings, vegetable and cheese (pierogi)",5.15,3.7599,27.3098,164
3155,58122210,"Gnocchi, cheese",9.32,11.91,8.48,179
3156,58122220,"Gnocchi, potato",2.3599,6.23,17.0598,133
6566,58122250,Kishka (kishke),4.7199,33.02,35.1,460
3157,58122310,"Knish, potato (pastry filled with potato)",7.5899,20.32,33.81,349
3158,58122320,"Knish, cheese (pastry filled with cheese)",10.16,19.46,31.1099,342
3159,58122330,"Knish, meat (pastry filled with meat)",13.13,21.17,25.6498,349
3160,58123110,"Manapua (sweet bread dough filled with meat, steamed )",10.92,7.5198,39.34,272
3161,58123120,"Manapua (sweet bread dough filled with bean paste, steamed )",6.5598,2.87,53.99,265
3162,58124210,"Pastry, cheese-filled",8.2798,19.73,15.02,271
3163,58124250,Spanakopitta,7.5099,15.1899,10.5299,206
3164,58124500,"Pastry, filled with potatoes and peas, fried (samosa)",4.66,17.8599,32.21,308
3165,58125110,"Quiche, meat, poultry or fish (Quiche Lorraine)",15.5299,30.3,12.6099,385
3166,58125120,"Quiche, spinach, meatless",10.21,23.1,12.2799,295
3167,58125180,"Quiche, cheese, meatless",11.94,28.85,14.31,363
3168,58126000,Bierock (turnover filled with ground beef and cabbage mixture),10.2799,8.24,29.7198,237
3169,58126110,"Turnover, beef",12.8698,23.6,26.16,371
6567,58126120,"Turnover, beef and gravy",9.38,15.47,17.9898,249
3170,58126130,"Turnover, meat and cheese (Hot Pockets Ham & Cheddar)",9.16,9.14,30.55,241
6568,58126140,"Turnover, beef, beans and gravy",12.48,21.25,25.91,347
3171,58126150,"Turnover, meat, cheese and tomato sauce (Hot Pockets Pizza)",9.32,10.47,30.4499,253
6569,58126160,"Turnover, cheese and tomato sauce (Hot Pockets Pizza)",11.77,10.8599,31.37,270
6570,58126170,"Turnover, beef and vegetable",10.69,18.82,22.98,305
6571,58126180,"Turnover, beef and potato",9.98,17.73,22.87,292
3172,58126270,"Turnover, chicken and cheese (Hot Pockets Chicken, Broccoli & Cheddar)",8.9,8.5998,30.3998,235
3173,58126280,"Turnover, chicken and vegetable, lower in fat (Lean Pockets)",7.83,5.41,26.55,187
3174,58126290,"Turnover, meat and cheese, lower in fat (Lean Pockets)",10.2799,6.53,32.52,230
3175,58126300,"Turnover, meat, cheese and tomato sauce, lower in fat (Lean Pockets Pizza)",11.3,5.98,30.66,222
3176,58126310,"Turnover, chicken and gravy",9.5899,17.42,20.1498,277
3177,58126400,"Turnover, bacon, egg and cheese (Hot Pockets)",7.6699,13.23,27.9499,263
5573,58126410,"Turnover, sausage, egg and cheese, lower in fat (Lean Pockets)",10.2799,6.53,32.52,230
3178,58127110,Vegetables in pastry,6.5099,22.93,21.1298,308
3179,58127150,Vegetables and cheese in pastry,7.98,23.75,19.5398,316
3180,58127200,"Croissant sandwich, with broccoli and cheese",7.3098,15.18,25.8,268
3181,58127210,"Croissant sandwich, with ham and cheese",12.84,17.32,22.52,299
3182,58127270,"Croissant sandwich, with sausage and egg",11.33,23.9698,21.6498,350
3183,58127290,"Croissant sandwich, with bacon and egg",13.46,20.4698,22.09,329
3184,58127310,"Croissant sandwich, with ham, egg, and cheese",12.84,17.0798,18.73,282
3185,58127330,"Croissant sandwich, with sausage, egg, and cheese",12.09,21.78,15.9,308
3186,58127350,"Croissant sandwich, with bacon, egg, and cheese",14.0299,20.73,20.4499,327
3187,58127500,Vegetable submarine sandwich (Veggie Sub),3.9199,1.8798,23.07,124
3188,58128000,Biscuit with sausage gravy,5.36,11.6,20.64,208
3189,58128110,Chicken cornbread,14.15,7.15,9.3399,162
3190,58128210,Dressing (stuffing) with oysters,4.87,10.73,18.3,189
3191,58128220,Dressing (stuffing) with chicken or turkey and vegetables,8.0998,11.09,20.87,217
3192,58128250,Dressing (stuffing) with meat (sausage) and vegetables ,6.8399,16.8,20.3798,261
3193,58130011,"Lasagna, with beef",7.44,5.2199,16.09,142
3194,58130013,"Lasagna, with beef, canned (Chef Boyardee)",3.41,3.41,13.73,99
3195,58130020,"Lasagna, with beef and spinach",9.4298,5.48,16.17,152
3196,58130140,"Lasagna, with chicken or turkey",10.14,5.3799,17.21,158
3197,58130150,"Lasagna, with chicken or turkey, and spinach",9.7698,4.5,16.1498,144
3198,58130310,"Lasagna, meatless",6.54,5.33,13.84,130
3199,58130320,"Lasagna, meatless, with vegetables (vegetarian lasagna)",6.9,3.8199,17.18,129
3200,58130610,"Lasagna with meat, whole wheat noodles ",9.49,5.73,15.3599,146
3201,58130810,"Lasagna, meatless, whole wheat noodles",7.54,4.2599,17.1298,131
3202,58130910,"Lasagna with meat, spinach noodles",9.32,5.74,14.3,146
3203,58130950,"Lasagna, meatless, spinach noodles ",7.0499,4.24,15.98,129
3204,58131310,"Ravioli, meat filled, no sauce",12.6,7.1299,17.34,189
3205,58131320,"Ravioli, meat filled, with tomato sauce or meat sauce",8.75,6.0598,14.23,148
3206,58131323,"Ravioli, meat filled, with tomato sauce or meat sauce, canned (Chef Boyardee)",3.41,3.41,13.73,99
3207,58131330,"Ravioli, meat filled, with cream sauce",10.13,8.56,13.44,174
3208,58131510,"Ravioli, cheese filled, no sauce",8.49,6.66,20.21,177
3209,58131520,"Ravioli, cheese filled, with tomato sauce",3.98,2.2999,15.22,98
3210,58131523,"Ravioli, cheese filled, with tomato sauce, canned (Chef Boyardee)",2.48,1.4498,13.64,77
3211,58131530,"Ravioli, cheese filled, with meat sauce",7.03,6.3098,13.4499,139
3212,58131535,"Ravioli, cheese filled, with cream sauce",6.7698,8.14,15.18,162
3213,58131590,"Ravioli, cheese and spinach filled, no sauce",7.07,4.5198,20.05,151
3214,58131600,"Ravioli, cheese and spinach filled, with cream sauce",5.8399,6.6699,15.15,145
3215,58131610,"Ravioli, cheese and spinach filled, with tomato sauce",5.5499,3.3399,16.28,117
3216,58132110,"Spaghetti with tomato sauce, meatless",3.6,2.8199,19.19,118
3217,58132113,"Pasta with tomato sauce and cheese, canned (SpaghettiOs)",2.22,0.44,14.22,70
3218,58132310,"Spaghetti and meatballs, tomato sauce, white noodles, oil added",5.7999,4.3898,17.27,134
6572,58132310,"Spaghetti and meatballs, tomato sauce, white noodles, no fat added",5.8799,2.95,17.53,122
3219,58132313,"Spaghetti and meatballs, canned (Spaghetti-Os)",4.4599,4,10.89,97
3220,58132340,"Spaghetti, tomato sauce, white noodles, oil added",3.66,2.72,19.3599,117
6573,58132340,"Spaghetti, tomato sauce, white noodles, no fat added",3.72,1.05,19.6999,104
3221,58132350,"Spaghetti, tomato sauce, whole wheat noodles, oil added",3.37,2.62,17.01,101
6574,58132350,"Spaghetti, tomato sauce, whole wheat noodles, no fat added",3.4199,1,17.2898,87
3222,58132360,"Spaghetti and meatballs, tomato sauce, whole wheat noodles, oil added",5.58,4.21,15.31,118
6575,58132360,"Spaghetti and meatballs, tomato sauce, whole wheat noodles, no fat added",5.66,2.77,15.5398,107
3223,58132450,"Spaghetti, tomato sauce, spinach noodles, oil added",2.95,2.4599,16.35,100
3224,58132460,"Spaghetti and meatballs, tomato sauce, spinach noodles, oil added",5.07,3.97,14.82,117
6576,58132460,"Spaghetti and meatballs, tomato sauce, spinach noodles, no fat added",5.1398,2.62,15.02,106
3225,58132710,"Spaghetti, tomato sauce, with hotdogs, oil added",4.95,7.04,16.2198,150
3226,58132713,"Spaghetti and hotdogs, canned (Spaghetti-Os)",4.37,2.3799,12.6999,90
3227,58132810,"Spaghetti, red clam sauce",8.9,8.1898,16.75,177
3228,58132820,"Spaghetti, white clam sauce",6.95,9.88,17.4698,188
3229,58132910,"Spaghetti, tomato sauce, with chicken, oil added",6.12,3.2599,17.16,124
6577,58132910,"Spaghetti, tomato sauce, with chicken, no fat added",6.21,1.82,17.42,113
3230,58133110,"Manicotti, cheese filled, no sauce",12.18,10.02,17.9698,213
3231,58133120,"Manicotti, cheese filled, with tomato sauce, meatless",8.91,7.0598,14.48,158
3232,58133130,"Manicotti, cheese filled, with meat sauce",10.0299,7.69,13.52,164
3233,58133140,"Manicotti, vegetable  and cheese filled, with tomato sauce, meatless",7.53,5.5,14.6,138
3234,58134110,"Stuffed shells, cheese filled, no sauce",11.4,9.1198,20.0598,211
3235,58134120,"Stuffed shells, cheese filled, with tomato sauce, meatless",8.0198,6.1398,15.44,150
3236,58134130,"Stuffed shells, cheese filled, with meat sauce",9.3698,6.8898,15.2799,161
3237,58134160,"Stuffed shells, cheese  and spinach  filled, no sauce",10.46,6.82,20.8998,189
3238,58134210,"Stuffed shells, with chicken, with tomato sauce",10.88,2.6299,16.0598,133
3239,58134310,"Stuffed shells, with fish and/or shellfish, with tomato sauce",8.75,1.85,15.94,116
3240,58134610,"Tortellini, meat filled, with tomato sauce",6.71,4.9199,15.6198,134
3241,58134613,"Tortellini, meat filled, with tomato sauce, canned",3.58,1.8898,15.25,91
3242,58134620,"Tortellini, cheese filled, meatless, with tomato sauce",6.1798,3.6499,22.76,149
3243,58134623,"Tortellini, cheese filled, meatless, with tomato sauce, canned",3.52,1.48,15.84,91
3244,58134630,"Tortellini, cheese filled, meatless, with vegetables and vinaigrette dressing (Stouffer's Cheese Tortellini Vinaigrette )",7.23,15.1,14.51,223
3245,58134640,"Tortellini, cheese filled, meatless, with vinaigrette dressing",7.15,10.8,17.4698,197
3246,58134650,"Tortellini, meat filled, no sauce",12.52,7.48,17.3298,191
3247,58134660,"Tortellini, cheese filled, with cream sauce",6.4599,7.4,15.5398,156
3248,58134680,"Tortellini, cheese filled, no sauce",10.38,5.5598,36.1499,236
3249,58134710,"Tortellini, spinach filled, with tomato sauce",4.71,4.3098,15.9499,120
3250,58134720,"Tortellini, spinach filled, no sauce",9.3498,7.1798,20.62,188
3251,58134810,"Cannelloni, cheese  and spinach filled, no sauce",7.1398,6.7199,17.23,158
3252,58135110,"Chow fun noodles, with pork and vegetables",7.0899,2.74,11.51,102
3253,58135120,"Chow fun noodles, with vegetables, meatless",1.56,0.97,14.46,74
3254,58136120,"Lo mein, meatless",4.7698,2.35,20.16,121
3255,58136130,"Lo mein, with shrimp",8.56,2.21,16.2398,121
3256,58136140,"Lo mein, with pork",9.48,3.79,16.18,138
3257,58136150,"Lo mein, with beef",9.73,2.77,16.18,129
3258,58136160,"Lo mein, with chicken",9.6898,2.72,16.1498,129
3259,58137220,"Pad Thai, meatless",5.5499,9.08,16.51,164
3260,58137230,"Pad Thai, with chicken",8.5899,7,14.33,152
3261,58137240,"Pad Thai, with seafood",6.79,6.7,15.02,145
3262,58137250,"Pad Thai, with beef",8.14,7.8098,14.6999,158
3263,58145110,"Macaroni and cheese, made with margarine",8.9,10.09,22.89,219
3264,58145110,"Macaroni and cheese, made with butter",7.7249,9.1359,22.1099,202.3559
3265,58145110,"Macaroni and cheese, made without fat",7.99,5.9729,22.971,179.1469
3266,58145110,"Macaroni and cheese, made with vegetable oil ",7.7009,9.7729,22.1409,208.1759
6578,58145112,"Macaroni and cheese, made from packaged mix",4.58,8.5298,22.1999,183
3267,58145113,"Macaroni and cheese, canned",3.3799,2.4599,11.52,82
6579,58145117,"Macaroni and cheese, Easy Mac type",3.2,1.83,19.6999,108
6580,58145119,"Macaroni and cheese, made from packaged mix, reduced fat",4.4599,4.98,16.93,130
3273,58145120,"Macaroni and cheese, with tuna (Tuna Helper)",7.6299,7.2,18.2398,167
3274,58145130,"Macaroni and cheese, with beef (Hamburger Helper)",11.14,7.53,8.9199,149
3275,58145140,"Macaroni and cheese, with tomato",3.89,6.9299,18.75,151
3276,58145150,"Macaroni and cheese, with pork or ham",10.39,9.08,16.0399,189
3277,58145160,"Macaroni and cheese, with hotdogs",6.15,12.8599,18.87,216
3278,58145170,"Macaroni and cheese, made with egg and margarine",6.15,10.1899,19,192
3279,58145170,"Macaroni and cheese, made with egg and butter",7.995,9.58,20.8249,202.156
3280,58145170,"Macaroni and cheese, made with egg, without fat",8.2739,6.391,21.6469,178.616
3281,58145170,"Macaroni and cheese, made with egg and vegetable oil ",7.971,10.227,20.8539,208.054
3282,58145190,"Macaroni and cheese, with chicken",13.4499,7.19,14.84,179
3283,58146100,"Pasta with tomato sauce, meatless",3.6,2.8199,19.19,118
3284,58146110,Pasta with meat sauce,6.24,4.45,19.77,146
3285,58146120,Pasta with cheese and meat sauce (Cannelloni) ,8.23,7.2,12.55,149
3286,58146130,Pasta with carbonara sauce,9.65,8.96,24.42,219
3287,58146150,"Pasta with cheese and tomato sauce, meatless",4.2999,3.81,18.5798,127
3288,58146160,"Pasta with vegetables, no sauce or dressing",4.44,3.48,23.2198,143
3289,58146200,"Pasta, meat-filled, with gravy, canned (Chef Boyardee Mini Chicken Ravioli)",4.78,3.0899,20.44,131
3290,58146300,"Pasta, whole wheat, with meat sauce",5.98,4.23,17.34,127
3291,58146310,"Pasta, whole wheat, with tomato sauce, meatless",3.37,2.62,17.01,101
3292,58147100,Pasta with pesto sauce,7.28,19.3098,22.3998,289
3293,58147110,Macaroni or noodles with beans or lentils and tomato sauce,5.23,2.16,20.75,123
3294,58147310,"Macaroni, creamed, made with margarine",4.87,5.5,20.6,153
3295,58147310,"Macaroni, creamed, made with butter",4.567,5.346,19.2979,144.394
3296,58147310,"Macaroni, creamed, made with sour cream",4.626,2.3069,19.427,118.402
3297,58147310,"Macaroni, creamed,without fat",4.761,1.3839,20.3039,114.45
3298,58147310,"Macaroni, creamed, made with vegetable oil ",4.5339,6.099,19.3329,151.2479
3299,58147330,"Macaroni, creamed, with cheese, made with margarine (Fettucine Alfredo)",6.57,14.93,22.6,251
3300,58147330,"Macaroni, creamed, with cheese, made with butter (Fettucine Alfredo)",8.1579,8.6769,24.02,208.185
3301,58147330,"Macaroni, creamed, with cheese, made with vegetable oil (Fettucine Alfredo)",8.1379,9.259,24.0539,213.531
3302,58147330,"Macaroni, creamed, with cheese, made without fat (Fettucine Alfredo)",8.4469,5.8099,24.968,188.044
5574,58147340,"Fettucina alfredo, with tuna (Tuna Helper)",9.4498,11.91,17.6999,215
3303,58147350,"Macaroni, creamed, with vegetables",4.53,4.8098,18.8098,137
3304,58147350,"Macaroni, creamed, with vegetables, made without fat",4.1159,4.0119,16.7639,118.9779
3305,58147510,"Pasta, beef or chicken flavored, made with margarine (Lipton)",2.4599,2.23,14.44,87
3306,58147510,"Pasta, beef or chicken flavored, made with butter (Lipton)",3.7389,4.676,14.33,114.307
3307,58147510,"Pasta, beef or chicken flavored, made without fat (Lipton)",2.52,0.36,14.77,72
3308,58147510,"Pasta, beef or chicken flavored, made with vegetable oil (Lipton)",3.708,5.351,14.353,120.408
3309,58148110,"Pasta salad (macaroni salad), made with mayonnaise  ",4.4599,11.52,24.64,221
6581,58148111,"Pasta salad (macaroni salad), made with light mayonnaise",4.32,4.16,25.68,159
6582,58148112,"Pasta salad (macaroni salad), made with mayonnaise-type salad dressing (Miracle Whip)",4.4199,5.8098,27.9698,181
6583,58148113,"Pasta salad (macaroni salad), made with low calorie dressing (Miracle Whip Light)",4.32,4.16,25.68,159
6584,58148114,"Pasta salad (macaroni salad), made with Italian dressing",3.7,3.7,20.8798,132
6585,58148115,"Pasta salad (macaroni salad), made with light Italian dressing",3.69,1.98,20.59,115
6586,58148116,"Pasta salad (macaroni salad), made with creamy dressing",3.81,6.5998,20.0798,154
6587,58148117,"Pasta salad (macaroni salad), made with light creamy dressing",3.8199,2.8999,20.1999,122
6588,58148118,"Pasta salad (macaroni salad), made with fat free dressing (Fat Free Miracle Whip)",4.2599,1.1398,26.5398,134
3317,58148120,"Pasta salad (macaroni salad), with egg, made with mayonnaise  ",5.19,11.44,22.53,215
3318,58148120,"Pasta salad (macaroni salad), with egg, made with light mayonnaise",5.093,5.25,19.887,147.247
3319,58148120,"Pasta salad (macaroni salad), with egg, made with low calorie dressing (Miracle Whip Light)",5.229,5.07,21.036,150.668
3320,58148120,"Pasta salad (macaroni salad), with egg, made with mayonnaise-type dressing (Miracle Whip)",5.221,7.1349,21.041,168.8549
3321,58148130,"Pasta salad (macaroni salad), with tuna, made with mayonnaise ",6.7599,9.9,20.8599,201
3322,58148130,"Pasta salad (macaroni salad), with tuna, made with light mayonnaise",6.8879,2.98,20.716,137.6289
3323,58148130,"Pasta salad (macaroni salad), with tuna, with low calorie dressing (Miracle Whip Light)",7.0149,2.814,21.657,140.322
3324,58148130,"Pasta salad (macaroni salad), with tuna, made with mayonnaise-type dressing (Miracle Whip)",7.006,4.4939,21.66,155.116
3325,58148140,"Pasta salad (macaroni salad), with crab",6.48,9.9,20.93,200
3326,58148150,"Pasta salad (macaroni salad), with shrimp",6.7599,10.06,21.1,204
3327,58148160,"Pasta salad (macaroni salad), with tuna and egg",7.21,9.96,19.34,197
3328,58148170,"Pasta salad (macaroni salad), with chicken",8.24,10.43,20.93,212
3329,58148180,"Pasta salad (macaroni salad), with cheese, made with mayonnaise",7.0998,14.32,21.62,245
3330,58148180,"Pasta salad (macaroni salad), with cheese, made with Italian dressing",5.9029,5.7729,20.244,156.5269
3332,58148550,"Pasta salad (macaroni salad), with ham, made with italian dressing",7.66,10.59,20.82,211
3333,58148550,"Pasta salad (macaroni salad), with ham, made with mayonnaise",6.977,14.2129,16.7929,223.49
3334,58149110,Noodle pudding,5.94,7.3399,30.9698,209
3335,58149210,"Somen salad with noodles, lettuce, egg, fish, and pork",13.3,6.71,17.4698,185
6589,58150100,Bibimbap (Korean rice dish),4.6699,2.23,13.56,93
3336,58150110,"Fried rice, meatless",4.0499,2.96,32.7899,174
3337,58150320,"Fried rice, with chicken",7.87,3.1499,27.87,172
3338,58150330,"Fried rice, with pork",7.74,3.96,27.87,179
3339,58150340,"Fried rice, with beef",8.0398,3.87,27.87,178
3340,58150510,"Fried rice, with shrimp",6.86,2.77,28.1,166
6590,58150520,Tteokbokki (dukboki) (Korean soft rice cakes in sauce),3.91,4.0598,19.8599,132
3341,58151110,"Sushi, without vegetables or seafood",1.85,0.17,20.5398,95
3342,58151120,"Sushi, with vegetables, no seafood",1.76,1.06,17.55,87
3343,58151130,"Sushi, with vegetables and seafood",4.73,0.91,16.6298,96
3344,58151140,"Sushi, with vegetables, rolled in seaweed",1.76,1.06,17.55,87
3345,58151150,"Sushi, with seafood, no vegetables",9.05,1.62,13.51,109
3346,58151160,"Sushi, with egg, no vegetables or seafood, rolled in seaweed",6.5099,6.2698,9.8698,126
3347,58155310,"Paella with meat, Spanish style",22,11.72,16.7398,266
3348,58155320,"Paella with seafood, Puerto Rican style",7.61,5.48,15.69,144
3349,58156610,Pigeon pea asopao ,2.89,3.4199,23.2398,136
6591,58160000,Vegetable biryani,2.3799,4.33,17.89,119
3350,58160110,"Rice and beans, cooked with margarine",5,4.8399,23.4698,156
3351,58160110,"Rice and beans, cooked without fat",5.24,0.32,24.59,122
3352,58160110,"Rice and beans, cooked with butter",5.03,4.1299,23.43,150
3353,58160110,"Rice and beans, cooked with vegetable oil ",6.0599,5.3799,25.0079,171.942
6592,58160110,"Rice and beans, cooked with animal fat",5.11,4.25,23.5398,152
6593,58160110,"Rice and beans, cooked with shortening",5.0099,4.58,23.5398,154
3354,58160120,"Rice and beans, with tomatoes, cooked with vegetable oil ",4.727,4.0549,19.704,132.842
3355,58160120,"Rice and beans, with tomatoes, cooked without fat",4.1699,0.27,19.67,97
6594,58160120,"Rice and beans, with tomatoes, cooked with animal fat",4.11,3.2999,19.02,121
6595,58160130,"Rice and beans, with chicken, cooked with vegetable oil",8.82,4.74,19.78,157
6596,58160135,"Rice and beans, with beef, cooked with vegetable oil",8.2698,6.6799,19.7398,172
6597,58160140,"Rice and beans, with pork, cooked with vegetable oil",8.39,6.28,19.7398,169
3358,58160140,"Rice and beans, with pork, cooked without fat",8.72,2.56,20.53,141
6598,58160140,"Rice and beans, with pork, cooked with animal fat",8.49,5.78,19.7898,166
6599,58160150,"Red beans and rice, cooked with vegetable oil ",6.3399,8.71,18.8298,178
3360,58160150,"Red beans and rice, cooked without fat",3.705,0.297,18.587,91.7009
3361,58160160,Hopping John (blackeye peas and rice),7.04,1.84,20.16,126
3362,58160202,"Rice and vegetables, no sauce, cooked without fat",2.35,0.27,21.3999,99
3363,58160204,"Rice and vegetables, no sauce, cooked with margarine",2.29,2.39,20.85,115
3364,58160220,"Rice and vegetables, in a tomato-based sauce",2.33,1.6299,19.6,103
6600,58160805,"Rice with lentils, white rice, cooked with vegetable oil",5.5,4.71,21.48,149
6601,58160810,"Rice with lentils, white rice, no fat added",5.7599,0.33,22.4698,115
3365,58161110,Rice casserole with cheese,7.7,6.0499,22.84,179
3366,58161120,Brown rice casserole with cheese,8.16,6.98,21.98,184
3367,58161200,"Rice, cooked with coconut milk ",3.5699,17.23,26.5598,267
3368,58161300,"Rice and tomato sauce, cooked with margarine",2.16,1.26,19.75,100
3369,58161300,"Rice and tomato sauce, cooked without fat ",2.1899,0.243,19.994,91.9779
3370,58161300,"Rice and tomato sauce, cooked with vegetable oil",2.164,1.457,19.75,101.621
3371,58161310,"Rice, brown with tomato sauce, cooked without fat ",2.18,0.675,17.4699,83.8479
3372,58161310,"Rice, brown with tomato sauce, cooked with vegetable oil",2.157,1.728,17.285,92.328
6602,58161320,"Brown rice and beans, cooked with vegetable oil",4.7599,4.73,21.55,146
6603,58161320,"Brown rice and beans, cooked without fat",4.96,0.6,22.48,114
6604,58161325,"Brown rice and beans, with tomatoes, cooked with vegetable oil",3.8999,3.74,17.77,118
6605,58161325,"Brown rice and beans, with tomatoes, cooked without fat",4.03,0.5,18.37,92
3373,58161402,"Rice, brown with vegetables, no sauce, cooked without fat",2.3199,0.72,18.5599,89
3374,58161404,"Rice, brown with vegetables, no sauce, cooked with margarine",2.27,2.54,18.1499,104
3375,58161510,Grape leaves stuffed with rice,2.29,11.59,13.94,163
3376,58161710,Rice croquette,3.41,6.53,19.9698,154
3377,58162090,"Stuffed pepper, with meat",9.48,15.5299,4.0099,192
3378,58162110,"Stuffed pepper, with rice and meat",8.0298,11.39,9.7798,175
3379,58162120,"Stuffed pepper, with rice, meatless",4,11.0299,11.83,161
3380,58162310,"Rice pilaf, cooked with vegetable oil",3.29,2.96,24.1,136
6606,58162310,"Rice pilaf, cooked without fat",3.37,0.44,24.66,116
3381,58163130,"Dirty rice, cooked with butter",5.1299,2.21,17.2898,112
3382,58163130,"Dirty rice, cooked with vegetable oil ",5.625,5.6219,19.239,153.4209
6607,58163130,"Dirty rice, cooked without fat",5.2,0.8,17.5398,100
3383,58163310,"Flavored rice mix, cooked with margarine (Uncle Ben's)",1.94,4.0998,20.2198,127
3384,58163310,"Flavored rice mix, cooked without fat (Uncle Ben's)",2,1.34,20.85,106
3385,58163330,"Flavored rice mix with cheese (rice au gratin), cooked with margarine",1.8998,3,12.48,86
3386,58163330,"Flavored rice mix with cheese (rice au gratin), cooked without fat",1.94,1.33,12.73,72
6608,58163360,"Flavored rice mix, brown and wild, cooked with margarine",2.81,2.12,19.42,107
6609,58163360,"Flavored rice mix, brown and wild, cooked without fat",2.87,0.54,19.7898,95
3387,58163380,"Flavored rice and pasta mix, cooked with margarine (Rice-a-roni, Lipton)",2.6699,3.6,19.03,119
3388,58163380,"Flavored rice and pasta mix, cooked with butter (Rice-a-roni, Lipton)",2.7229,3.4889,17.507,112.958
3389,58163380,"Flavored rice and pasta mix, cooked without fat (Rice-a-roni, Lipton)",2.77,0.34,19.71,93
3390,58163380,"Flavored rice and pasta mix, cooked with vegetable oil (Rice-a-roni, Lipton)",2.698,3.992,17.526,117.501
6610,58163400,"Flavored rice and pasta mix, reduced sodium, cooked with margarine (Rice-a-roni, Lipton)",2.64,3.49,17.6298,113
3391,58163410,"Spanish rice, cooked with vegetable oil",2.8799,2.5299,19.8098,114
3393,58163410,"Spanish rice, cooked with margarine",1.9159,1.0249,16.7639,82.6779
3394,58163410,"Spanish rice, cooked with butter",1.921,1.3009,16.7639,85.0889
6611,58163420,"Spanish rice, no fat added",2.9199,0.98,20.07,101
6612,58163450,"Spanish rice, with ground beef",9.6998,6.75,14.91,162
